TMU ID, Legacy TMU ID, Site Name
C6E971CAD182789BE0433CC411ACCCEA,30014573,TMU Site 9781/1 on A69 westbound between A68 near Corbridge (east) and A68 near Corbridge (west); GPS Ref: 401219;564260; Westbound

Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2024-02-01,00:14:00,3,10,4,0,1,5,94.25,15,120000701,19
2024-02-01,00:29:00,3,9,4,0,2,3,81.75,15,120000701,19
2024-02-01,00:44:00,3,10,6,0,2,2,94.88,15,120000701,19
2024-02-01,00:59:00,3,11,4,1,2,4,100.85,15,120000701,19
2024-02-01,01:14:00,3,4,2,0,0,2,95.67,15,120000701,19
2024-02-01,01:29:00,3,13,8,2,0,3,99.01,15,120000701,19
2024-02-01,01:44:00,3,7,2,1,1,3,96.68,15,120000701,19
2024-02-01,01:59:00,3,4,1,2,0,1,99.39,15,120000701,19
2024-02-01,02:14:00,3,6,1,0,3,2,93.12,15,120000701,19
2024-02-01,02:29:00,3,10,3,1,3,3,94.18,15,120000701,19
2024-02-01,02:44:00,3,11,6,2,0,3,102.11,15,120000701,19
2024-02-01,02:59:00,3,6,0,1,0,5,85.62,15,120000701,19
2024-02-01,03:14:00,3,9,3,0,1,5,101.58,15,120000701,19
2024-02-01,03:29:00,3,11,4,0,2,5,89.66,15,120000701,19
2024-02-01,03:44:00,3,7,2,0,2,3,90.39,15,120000701,19
2024-02-01,03:59:00,3,13,4,2,0,7,92.32,15,120000701,19
2024-02-01,04:14:00,3,18,5,2,3,8,86.18,15,120000701,19
2024-02-01,04:29:00,3,26,12,1,4,9,96.42,15,120000701,19
2024-02-01,04:44:00,3,23,10,3,2,8,93.63,15,120000701,19
2024-02-01,04:59:00,3,29,11,4,2,12,92.66,15,120000701,19
2024-02-01,05:14:00,3,27,12,2,5,8,93.79,15,120000701,19
2024-02-01,05:29:00,3,53,24,6,12,11,97.97,15,120000701,19
2024-02-01,05:44:00,3,68,35,8,12,13,99.20,15,120000701,19
2024-02-01,05:59:00,3,69,37,13,12,7,101.98,15,120000701,19
2024-02-01,06:14:00,3,96,58,12,4,22,97.13,15,120000701,19
2024-02-01,06:29:00,3,119,79,17,10,13,102.70,15,120000701,19
2024-02-01,06:44:00,3,160,100,24,17,19,103.70,15,120000701,19
2024-02-01,06:59:00,3,209,141,32,21,15,103.32,15,120000701,19
2024-02-01,07:14:00,3,205,153,23,17,12,104.20,15,120000701,19
